PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
5160405;"Escuela Infantil Nuevo Cascabel";"";"";"";"BUS: 7, 29, 150 Metro: Pinar de Chamartin";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=873d36464a59d110VgnVCM2000000c205a0aRCRD";"GOLFO DE SALONICA";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28033";"9";"COSTILLARES";"15";"CIUDAD LINEAL";"443614";"4481049";"40.47821507865169";"-3.665242562262053";"917 666 793";"";"mjsdou@hotmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5399062;"Escuela Infantil Ñecos";"";"";"";"Bus: 15, 28, 106, 109, 113";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c661d37581e03210VgnVCM2000000c205a0aRCRD";"GUILLEN DE CASTRO";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"445329";"4475439";"40.42778293171264";"-3.6445274222091832";"91 377 02 31";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5399084;"Escuela Infantil Okapi";"";"";"";"Bus: 32, 71  Metro: Vinateros";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=02e7d37581e03210VgnVCM2000000c205a0aRCRD";"CORREGIDOR JOSE DE PASAMONTE";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"445150";"4473625";"40.411429662881574";"-3.6464692903056086";"91 328 31 67";"";"okapieip@gmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
7564901;"Escuela Infantil Olavide";"";"";"";"BUS: 16, 37, 61, 149 Metro: Iglesia, Alonso Cano, Canal";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb3068eec4bf6410VgnVCM2000000c205a0aRCRD";"GENERAL ALVAREZ DE CASTRO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440448";"4476358";"40.43572660171037";"-3.7021516358353592";"915 932 469";"915 932 469";"olavide@ya.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5050;"Escuela Infantil Ori Ori";"";"";"Horario ampliado. Comedor.";"METRO: Torre Arias BUS: 28 , 77 , 105 , 140";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4cea4ea6871c010VgnVCM1000000b205a0aRCRD";"SANTA TECLA";"CALLE";"NUM";"3";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448025";"4477324";"40.443065366322614";"-3.614168549394849";"917 423 489 - 917 414 916";"917 423 489";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
54292;"Escuela Infantil Osobuco";"";"";"";"METRO: Alfonso XIII BUS: 9, 40, 43, 72, 73, 120";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40ed7589f451c010VgnVCM1000000b205a0aRCRD";"HUELVA";"CALLE";"NUM";"4";"";"";"";"";"MADRID";"MADRID";"28002";"2";"PROSPERIDAD";"5";"CHAMARTIN";"443572";"4477829";"40.44919601242804";"-3.665439828669336";"914 130 443 - 637 855 184";"";"osobuco1@osobuco.net";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
104110;"Escuela Infantil Osobuco II";"";"";"";"METRO: Alfonso XIII BUS: 9 , 40 , 43 , 72 , 73 , 120";"ENSEÑANZA: Educación infantil";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=31758899fc81c010VgnVCM1000000b205a0aRCRD";"ALFONSO XIII";"AVENIDA";"NUM";"30";"";"";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"443532";"4478204";"40.45069924264139";"-3.667223591620025";"914 139 286 - 637 855 184";"";"osobuco2@osobuco.net";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4701740;"Escuela Infantil Palmas Palmitas";"";"";"";"Bus: 172, 176";"ENSEÑANZA: Educación infantil (de 0 a 3 años)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e82704fcb4a6110VgnVCM1000000b205a0aRCRD";"SAN JUAN DE ORTEGA S/N";"CALLE";"V";"0";"";"";"";"";"MADRID";"MADRID";"28050";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"443093";"4483731";"40.502340113837214";"-3.6716296507477333";"914 273 077";"914 273 101";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5042;"Escuela Infantil Parque de Hortaleza";"";"";"Horario ampliado. Comedor. Planes de mejora.";"BUS: 9 , 72 , 107";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4adea4ea6871c010VgnVCM1000000b205a0aRCRD";"MAR CASPIO";"CALLE";"NUM";"6";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445392";"4480491";"40.47329815945445";"-3.6442192191514455";"913 815 461";"913 815 461";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5399140;"Escuela Infantil Pasitos";"";"";"";"Bus: 73";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1964cba83e03210VgnVCM2000000c205a0aRCRD";"ANDORRA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445207";"4479270";"40.46228659899211";"-3.64629607235588";"91 759 22 88";"91 759 22 88";"escinpasitos@hotmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5841;"Escuela Infantil Patuco";"";"";"";"METRO: Francos Rodríguez BUS: 44 , 64 , 126 , 127 , 128 , 132";"ENSEÑANZA: Educación infantil";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce2bc05ef571c010VgnVCM1000000b205a0aRCRD";"CASTILLEJOS";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28039";"1";"BELLAS VISTAS";"6";"TETUAN";"440073";"4478625";"40.456135561407656";"-3.7067711816066167";"914 506 742 / 626 549 236";"";"patucoei@hotmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5732;"Escuela Infantil Pekes";"";"";"";"METRO: Villa de Vallecas BUS: 54 , 103 , 143";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=245bc05ef571c010VgnVCM1000000b205a0aRCRD";"REAL DE ARGANDA";"CALLE";"NUM";"32";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447508";"4470058";"40.37945676422025";"-3.618396977134161";"913 329 237";"";"pekesvi@hotmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5399153;"Escuela Infantil Pelocho";"";"";"";"Bus: 172, 176  Metro: Las Tablas";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c66c028c05e03210VgnVCM2000000c205a0aRCRD";"LIGONDE";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28050";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"443290";"4484730";"40.511353057537924";"-3.6693824700210826";"917 505 392";"";"pelocho72@gmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
190209;"Escuela Infantil Pentapolín";"";"";"";"BUS: 84";"ENSEÑANZA: Educación Infantil";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f850bf21677f010VgnVCM1000000b205a0aRCRD";"ANTONIO SANFIZ";"CALLE";"NUM";"24";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"433215";"4479253";"40.46125610582297";"-3.78772856122925";"91 357 06 86  -  618 158 739";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4725727;"Escuela Infantil Pepito Grillo";"";"";"";"Bus: 38, 153, 140";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d93eb6b8b1787110VgnVCM1000000b205a0aRCRD";"GINEBRA";"PASEO";"V";"45";"";"";"";"";"MADRID";"MADRID";"28022";"5";"ROSAS";"20";"SAN BLAS-CANILLEJAS";"448539";"4475160";"40.425483302013404";"-3.606664350671101";"917 601 018";"";"info@escuelainfantilpepitogrillo.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
181122;"Escuela Infantil Pequemun";"";"";"";"METRO: Guzman el Bueno BUS: 2 , 202 , 45 , C";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bc6def5ab41c010VgnVCM2000000c205a0aRCRD";"OLIVOS";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439198";"4477334";"40.44443736929686";"-3.7169820090268524";"915 334 319 - 685 542 468";"915 334 319";"info@pequemun.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4693282;"Escuela Infantil Pequeña Gaia";"";"";"";"Bus: 85";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42eef08f92c66110VgnVCM1000000b205a0aRCRD";"BERROCAL";"CALLE";"V";"72";"";"";"";"";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442635";"4465827";"40.34102010633886";"-3.6754195301701427";"630 340 938";"91 505 70 85";"pequegaia.ei@gmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4710990;"Escuela Infantil Pequeñecos Parque Norte";"";"";"";"BUS: 7, 29, 107, 125, 129, 150 METRO: Bambú, Pinar de Chamartin, Manoteras";"ENSEÑANZA: Educación infantil";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b12d581fc57e6110VgnVCM1000000b205a0aRCRD";"SERRANO GALVACHE";"CALLE";"V";"56";"";"";"";"";"MADRID";"MADRID";"28033";"9";"COSTILLARES";"15";"CIUDAD LINEAL";"443050";"4480877";"40.4766271394155";"-3.671880642864413";"913 838 205 - 673 447 775";"";"pequenecos@pequenecosparquenorte.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5399164;"Escuela Infantil Pequeñilandia";"";"";"";"Bus: 22, 86, 130";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0205028c05e03210VgnVCM2000000c205a0aRCRD";"VIRGEN DE LOS DESAMPARADOS";"CALLE";"V";"42";"";"";"";"";"MADRID";"MADRID";"28041";"5";"LOS ANGELES";"17";"VILLAVERDE";"440620";"4466816";"40.34978864282171";"-3.6992342195557466";"91 795 12 00";"";"enky123@yahoo.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5726;"Escuela Infantil Pequeñines. Calle Pingüino";"";"";"";"METRO: Eugenia de Montijo &amp;#13;BUS: 34 , 121 , 131 , 139";"ENSEÑANZA: Educación infantil";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d66bc05ef571c010VgnVCM1000000b205a0aRCRD";"PINGÜINO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28047";"4";"VISTA ALEGRE";"11";"CARABANCHEL";"436274";"4470096";"40.379006693044076";"-3.7507336764917305";"91 525 72 35";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
42108;"Escuela Infantil Pequeño Koala";"";"";"Comedor - Transporte";"METRO: Vicálvaro BUS: 4 , 100 , 106 , 130 RENFE: Vicálvaro";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=581e7589f451c010VgnVCM1000000b205a0aRCRD";"VIEJO DE VICALVARO";"CAMINO";"NUM";"20";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"447781";"4472876";"40.40486034949131";"-3.615412122565672";"913 719 836 - 639 106 706";"";"escuelainfantil@pequekoala.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
181127;"Escuela Infantil Pequeños Amigos";"";"";"";"BUS: 134, 178 METRO: Montecarmelo";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90f6def5ab41c010VgnVCM2000000c205a0aRCRD";"MONASTERIO DE EL ESCORIAL";"AVENIDA";"NUM";"74";"";"";"";"";"MADRID";"MADRID";"28049";"8";"EL GOLOSO";"8";"FUENCARRAL-EL PARDO";"441218";"4484364";"40.50791175255282";"-3.6938038875493517";"917 297 492";"917 297 492";"escuela.littlefriends@hotmail.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4693116;"Escuela Infantil Pequeños Bichitos";"";"";"";"Bus: 17, 31, 121  Metro: Eugenia de Montijo";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a285ee38db66110VgnVCM1000000b205a0aRCRD";"OCAÑA";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"435944";"4470670";"40.38416123548589";"-3.754678714030125";"914 618 490 - 679 572 073";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5399190;"Escuela Infantil Peques. Calle Fernando VII.";"";"";"";"Bus: 38, 153";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=006e1a4536e03210VgnVCM2000000c205a0aRCRD";"FERNANDO VII";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28037";"1";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"447564";"4476168";"40.43450309558073";"-3.6182407478897662";"917 545 302";"";"direccion@escuelapeques.e.telefonica.net";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
6226801;"Escuela Infantil Peque`s School";"";"";"";"Bus: 64, 67, 83, 124, 127, 133 Metro: Avenida de la Ilustración";"Enseñanza: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec3deadf9cc83310VgnVCM2000000c205a0aRCRD";"BETANZOS";"AVENIDA";"V";"78";"";"";"";"";"MADRID";"MADRID";"28034";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"439497";"4481550";"40.482438508086304";"-3.713858456288056";"912 309 245";"";"pequesschool@pequesschool.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5067;"Escuela Infantil Petirrojo";"";"";"Horario ampliado. Comedor. Planes de mejora.";"METRO: Miguel Hernández BUS: 54 , 157 , 58 , 103 , 142 , 143 , 144";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a07e13db5b71c010VgnVCM1000000b205a0aRCRD";"LUIS BUÑUEL";"CALLE";"NUM";"4";"";"";"";"";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445322";"4470927";"40.3871446957597";"-3.644222346532531";"917 784 199";"917 784 199";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5884;"Escuela Infantil Pícolos";"";"";"";"METRO: Empalme &amp;#13;BUS: 25 , 31 , 121 , 138";"ENSEÑANZA (No reglada): Educación infantil";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c8bc05ef571c010VgnVCM1000000b205a0aRCRD";"VALMOJADO";"CALLE";"NUM";"117";"";"";"";"";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"435669";"4471659";"40.39304035272798";"-3.7580181025091717";"91 719 36 38";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
6802715;"Escuela Infantil Pipolandia 2";"";"";"";"Bus: 6, 55, 60, 78, 148 Metro: Delicias";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b41cc3ed15ac310VgnVCM1000000b205a0aRCRD";"CACERES";"CALLE";"V";"50";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440593";"4472282";"40.39902749930132";"-3.7000497702642545";"914 736 299";"";"info@escuelainfantilpipos.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5736;"Escuela Infantil Pipo's. Calle Cáceres";"";"";"Comedor";"METRO: Delicias BUS: 6 , 8 , 19 , 45 , 47 , 59 , 78 , 85 , 86 , 148 , 247";"ENSEÑANZA: Educacion infantil";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91bbc05ef571c010VgnVCM1000000b205a0aRCRD";"CACERES";"CALLE";"V";"50";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440705";"4472490";"40.39902764197817";"-3.7000262040102516";"914 736 299";"";"info@escuelainfantilpipos.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
176582;"Escuela Infantil Pipo's. Calle General Palanca";"";"";"";"METRO: Delicias BUS: 8 , 19 , 45 , 47 , 59 , 86 , 247";"ENSEÑANZA: Educación Infantil";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b38f8b06b61c010VgnVCM1000000b205a0aRCRD";"GENERAL PALANCA";"CALLE";"NUM";"4";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440701";"4472546";"40.39953183294026";"-3.700078562205596";"914 736 299";"";"info@escuelainfantilpipos.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
62375;"Escuela Infantil Pippo";"";"";"";"METRO: Cartagena, Avenida de América, Prosperidad BUS: 1 , 9 , 40 , 43 , 72 , 73";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b2e7589f451c010VgnVCM1000000b205a0aRCRD";"CLARA DEL REY";"CALLE";"NUM";"33";"";"";"";"";"MADRID";"MADRID";"28002";"2";"PROSPERIDAD";"5";"CHAMARTIN";"443094";"4477046";"40.44210971288812";"-3.671018025319304";"914 158 793 - 689 239 493";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
55850;"Escuela Infantil Piruetas";"";"";"Horario ampliado. Comedor.";"BUS: 48 , 109";"ENSEÑANZA: Educación Infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d6e8ed67151c010VgnVCM2000000c205a0aRCRD";"CANILLEJAS A VICALVARO";"AVENIDA";"NUM";"82";"";"";"";"";"MADRID";"MADRID";"28022";"4";"ARCOS";"20";"SAN BLAS-CANILLEJAS";"448221";"4475206";"40.423997382335585";"-3.611684586484881";"917 601 049";"917 755 605";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
6318091;"Escuela Infantil Pompas";"";"";"";"Bus: 31";"Enseñanza: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d284deefc6665310VgnVCM1000000b205a0aRCRD";"LOS YEBENES";"CALLE";"V";"255";"";"";"";"";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"436212";"4471257";"40.38946974102784";"-3.7515803449309417";"915 098 828 - 606 345 456";"";"info@escuelainfantilpompas.com";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
167963;"Escuela Infantil Pozo del Tio Raimundo";"";"";"Horario ampliado. Comedor.";"BUS: 24 , 102 , 103";"ENSEÑANZA: Educación Infantil";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697ce0e1f181c010VgnVCM1000000b205a0aRCRD";"VILLACARRILLO";"CALLE";"NUM";"4";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443851";"4469743";"40.37638065965038";"-3.661448102594628";"917 859 822";"917 859 822";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5057;"Escuela Infantil Pradolongo";"";"";"Horario ampliado. Comedor.";"BUS: 6 , 60 , 116 , 121 , 131";"ENSEÑANZA: Educación infantil (Primer y Segundo ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f58e13db5b71c010VgnVCM1000000b205a0aRCRD";"POBLADOS";"AVENIDA";"S/N";"144";"";"";"";"";"MADRID";"MADRID";"28041";"1";"ORCASITAS";"12";"USERA";"439811";"4469312";"40.37221599896054";"-3.708995346847683";"913 416 614";"913 416 614";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
4983698;"Escuela Infantil Preschool Fem";"";"";"";"Bus: Circular, 2, 202, 45  Metro: Metropolitano, Guzmán el Bueno";"Enseñanza: Educación infantil (Segundo Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e80ad5839c52c110VgnVCM1000000b205a0aRCRD";"OLIVOS";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439161";"4477321";"40.444308544951745";"-3.717416935434051";"915 352 927";"";"isabel@colegiofem.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
11141038;"Escuela Infantil Projardín Bruselas";"";"";"";"METRO: Parque de las Avenidas  Bus: 43, 53, 74";"ENSEÑANZA: Educación infantil";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35cf820d3c260710VgnVCM1000001d4a900aRCRD";"BRISTOL";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443814";"4476698";"40.43903854604498";"-3.662476023631513";"917 252 262 - 606 216 306";"";"bruselas@projardin.es;info@projardin.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
5888;"Escuela Infantil Projardín Delicias";"";"";"";"METRO: Delicias BUS: 8 , 19 , 45 , 47 , 59 , 85 , 86 , 247";"ENSEÑANZA: Educacion infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f0cc05ef571c010VgnVCM1000000b205a0aRCRD";"DELICIAS";"PASEO";"NUM";"65";"";"";"";"";"MADRID";"MADRID";"28045";"5";"DELICIAS";"2";"ARGANZUELA";"441106";"4472243";"40.39870352710208";"-3.694013103489115";"915 303 010";"";"delicias@projardin.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
